channel_id	tab	url	status	exit_code	new_archive_ids	completed_at
UCKVWHDP86oKOt6yZOH4lMEA	videos	https://www.youtube.com/channel/UCKVWHDP86oKOt6yZOH4lMEA/videos	cutoff_complete	101	77	2026-07-24T19:34:47.528Z
UCKVWHDP86oKOt6yZOH4lMEA	shorts	https://www.youtube.com/channel/UCKVWHDP86oKOt6yZOH4lMEA/shorts	cutoff_complete	101	225	2026-07-24T19:44:17.770Z
UClqYZw4Suu5WVPGFlm8Tgeg	videos	https://www.youtube.com/channel/UClqYZw4Suu5WVPGFlm8Tgeg/videos	cutoff_complete	101	47	2026-07-24T19:46:31.176Z
UClqYZw4Suu5WVPGFlm8Tgeg	shorts	https://www.youtube.com/channel/UClqYZw4Suu5WVPGFlm8Tgeg/shorts	cutoff_complete	101	194	2026-07-24T20:14:48.364Z
UCZAiPx4wER-v-Q4avEhVTZg	videos	https://www.youtube.com/channel/UCZAiPx4wER-v-Q4avEhVTZg/videos	cutoff_complete	101	34	2026-07-24T20:16:18.882Z
UCZAiPx4wER-v-Q4avEhVTZg	shorts	https://www.youtube.com/channel/UCZAiPx4wER-v-Q4avEhVTZg/shorts	cutoff_complete	101	367	2026-07-24T20:50:57.712Z
UCa5bz6lCwdTX6HQfzlOdZFA	videos	https://www.youtube.com/channel/UCa5bz6lCwdTX6HQfzlOdZFA/videos	cutoff_complete	101	13	2026-07-24T20:51:38.946Z
UCa5bz6lCwdTX6HQfzlOdZFA	shorts	https://www.youtube.com/channel/UCa5bz6lCwdTX6HQfzlOdZFA/shorts	cutoff_complete	101	2	2026-07-24T20:51:49.984Z
UCv13WrX5B7qp6TIGskYpDDQ	videos	https://www.youtube.com/channel/UCv13WrX5B7qp6TIGskYpDDQ/videos	cutoff_complete	101	1	2026-07-24T20:51:56.574Z
UCv13WrX5B7qp6TIGskYpDDQ	shorts	https://www.youtube.com/channel/UCv13WrX5B7qp6TIGskYpDDQ/shorts	cutoff_complete	101	32	2026-07-24T20:53:23.052Z
