channel_id	tab	url	status	exit_code	new_archive_ids	completed_at
UC-1bxoXAz9cJzzAxUwtz3oA	streams	https://www.youtube.com/channel/UC-1bxoXAz9cJzzAxUwtz3oA/streams	no_tab	1	0	2026-07-24T22:00:38.099Z
UC-_SuyK4REF_TH5r1W2nQmw	streams	https://www.youtube.com/channel/UC-_SuyK4REF_TH5r1W2nQmw/streams	no_tab	1	0	2026-07-24T22:00:38.629Z
UC0E3Nvi1A5vOz5R87gg0oBA	streams	https://www.youtube.com/channel/UC0E3Nvi1A5vOz5R87gg0oBA/streams	no_tab	1	0	2026-07-24T22:00:39.195Z
UC1SKo4gUtYWElAGwZSguqpA	streams	https://www.youtube.com/channel/UC1SKo4gUtYWElAGwZSguqpA/streams	no_tab	1	0	2026-07-24T22:00:39.943Z
UC1oriuoiCEWyoV8MxiZjmOw	streams	https://www.youtube.com/channel/UC1oriuoiCEWyoV8MxiZjmOw/streams	no_tab	1	0	2026-07-24T22:00:40.650Z
UC2Z_q337M9CrJhJ9AuCaueQ	streams	https://www.youtube.com/channel/UC2Z_q337M9CrJhJ9AuCaueQ/streams	no_tab	1	0	2026-07-24T22:00:41.337Z
UC3Wl4C9al_GLLFSe5nBSg6A	streams	https://www.youtube.com/channel/UC3Wl4C9al_GLLFSe5nBSg6A/streams	no_tab	1	0	2026-07-24T22:00:41.896Z
UC5K8rHZrx399cVSq0-KycNA	streams	https://www.youtube.com/channel/UC5K8rHZrx399cVSq0-KycNA/streams	complete	0	1	2026-07-24T22:00:45.172Z
UC5v4flYtIbs8z1ZQ-d-nGXw	streams	https://www.youtube.com/channel/UC5v4flYtIbs8z1ZQ-d-nGXw/streams	no_tab	1	0	2026-07-24T22:00:45.817Z
UCAV8dmQT-eD4H3FDWRNrGZg	streams	https://www.youtube.com/channel/UCAV8dmQT-eD4H3FDWRNrGZg/streams	cutoff_complete	101	0	2026-07-24T22:00:51.918Z
UCApMznnU70goY-0ucOaQNXA	streams	https://www.youtube.com/channel/UCApMznnU70goY-0ucOaQNXA/streams	no_tab	1	0	2026-07-24T22:00:52.486Z
UCCXc67-4lyPeo_P-HFiPTSg	streams	https://www.youtube.com/channel/UCCXc67-4lyPeo_P-HFiPTSg/streams	no_tab	1	0	2026-07-24T22:00:53.246Z
UCC_f7viNGfRPH0gSnTsHlFw	streams	https://www.youtube.com/channel/UCC_f7viNGfRPH0gSnTsHlFw/streams	no_tab	1	0	2026-07-24T22:00:53.773Z
UCDKBmfDQL51l_qsamkhGYHw	streams	https://www.youtube.com/channel/UCDKBmfDQL51l_qsamkhGYHw/streams	no_tab	1	0	2026-07-24T22:00:54.407Z
UCFH8kizFSAK8n2F8Rj_kKUw	streams	https://www.youtube.com/channel/UCFH8kizFSAK8n2F8Rj_kKUw/streams	no_tab	1	0	2026-07-24T22:00:54.947Z
UCG8QDUqWOBEV0EZdFCPzBXg	streams	https://www.youtube.com/channel/UCG8QDUqWOBEV0EZdFCPzBXg/streams	no_tab	1	0	2026-07-24T22:00:55.540Z
UCGEXUfJdSCBPtgWeF8Dl4lw	streams	https://www.youtube.com/channel/UCGEXUfJdSCBPtgWeF8Dl4lw/streams	no_tab	1	0	2026-07-24T22:00:56.138Z
UCGhBS7DKFyz9F54RfrBucQw	streams	https://www.youtube.com/channel/UCGhBS7DKFyz9F54RfrBucQw/streams	no_tab	1	0	2026-07-24T22:00:56.740Z
UCH_q3yrfScCGPYzSr9VVwGQ	streams	https://www.youtube.com/channel/UCH_q3yrfScCGPYzSr9VVwGQ/streams	no_tab	1	0	2026-07-24T22:00:57.401Z
UCJn5yVbactAJ84qeDb22Htg	streams	https://www.youtube.com/channel/UCJn5yVbactAJ84qeDb22Htg/streams	no_tab	1	0	2026-07-24T22:00:58.097Z
UCJs_jBKFIBm0o4HZg1mLMKQ	streams	https://www.youtube.com/channel/UCJs_jBKFIBm0o4HZg1mLMKQ/streams	no_tab	1	0	2026-07-24T22:00:58.767Z
UCKC2Qfjps_rzW0-lUQIP7KA	streams	https://www.youtube.com/channel/UCKC2Qfjps_rzW0-lUQIP7KA/streams	no_tab	1	0	2026-07-24T22:00:59.478Z
UCKVWHDP86oKOt6yZOH4lMEA	streams	https://www.youtube.com/channel/UCKVWHDP86oKOt6yZOH4lMEA/streams	no_tab	1	0	2026-07-24T22:01:00.106Z
UCMDuSkrGqJn-qnLynaC60jQ	streams	https://www.youtube.com/channel/UCMDuSkrGqJn-qnLynaC60jQ/streams	no_tab	1	0	2026-07-24T22:01:00.720Z
UCMKRSmq9b8V07K9y4Zyfx_Q	streams	https://www.youtube.com/channel/UCMKRSmq9b8V07K9y4Zyfx_Q/streams	no_tab	1	0	2026-07-24T22:01:01.312Z
UCMfrI9m3oMyJsWco8Fq05Uw	streams	https://www.youtube.com/channel/UCMfrI9m3oMyJsWco8Fq05Uw/streams	cutoff_complete	101	0	2026-07-24T22:01:04.347Z
UCMqPqekyjmpLouPBXBNDUOg	streams	https://www.youtube.com/channel/UCMqPqekyjmpLouPBXBNDUOg/streams	complete	0	0	2026-07-24T22:01:04.891Z
UCOtQo6ZNvgHEN6dAubILuNg	streams	https://www.youtube.com/channel/UCOtQo6ZNvgHEN6dAubILuNg/streams	no_tab	1	0	2026-07-24T22:01:05.476Z
UCPbTQjfJhPIGbWWf-fT4Arw	streams	https://www.youtube.com/channel/UCPbTQjfJhPIGbWWf-fT4Arw/streams	cutoff_complete	101	0	2026-07-24T22:01:08.297Z
UCPxhdKZSM8qOMNOUG5Ee6VA	streams	https://www.youtube.com/channel/UCPxhdKZSM8qOMNOUG5Ee6VA/streams	no_tab	1	0	2026-07-24T22:01:08.908Z
UCQIRCIpmSGFVbRXK6OYg6zA	streams	https://www.youtube.com/channel/UCQIRCIpmSGFVbRXK6OYg6zA/streams	no_tab	1	0	2026-07-24T22:01:09.619Z
UCSKCjpoNVdfYTFxHy-jS_VA	streams	https://www.youtube.com/channel/UCSKCjpoNVdfYTFxHy-jS_VA/streams	no_tab	1	0	2026-07-24T22:01:10.209Z
UCVyzhc2YHkbwLJU2_Qs2Snw	streams	https://www.youtube.com/channel/UCVyzhc2YHkbwLJU2_Qs2Snw/streams	no_tab	1	0	2026-07-24T22:01:10.811Z
UCW0Vt4ukxSblQWRyLF_l6GA	streams	https://www.youtube.com/channel/UCW0Vt4ukxSblQWRyLF_l6GA/streams	no_tab	1	0	2026-07-24T22:01:11.394Z
UCWykQcBeQE_1yY2lk9m23YQ	streams	https://www.youtube.com/channel/UCWykQcBeQE_1yY2lk9m23YQ/streams	no_tab	1	0	2026-07-24T22:01:12.082Z
UCXCOSeRma4LqC2hdNABgNWg	streams	https://www.youtube.com/channel/UCXCOSeRma4LqC2hdNABgNWg/streams	no_tab	1	0	2026-07-24T22:01:12.736Z
UCXDEyux_WRpKBuhVLHPJinQ	streams	https://www.youtube.com/channel/UCXDEyux_WRpKBuhVLHPJinQ/streams	no_tab	1	0	2026-07-24T22:01:13.235Z
UCZ9Nsthr_JYgY4-Kz9PDLsQ	streams	https://www.youtube.com/channel/UCZ9Nsthr_JYgY4-Kz9PDLsQ/streams	complete	0	0	2026-07-24T22:01:13.837Z
UCZAiPx4wER-v-Q4avEhVTZg	streams	https://www.youtube.com/channel/UCZAiPx4wER-v-Q4avEhVTZg/streams	no_tab	1	0	2026-07-24T22:01:14.543Z
UCZvWg96vLbA3eGHCwnf3RRQ	streams	https://www.youtube.com/channel/UCZvWg96vLbA3eGHCwnf3RRQ/streams	no_tab	1	0	2026-07-24T22:01:15.208Z
UCa5bz6lCwdTX6HQfzlOdZFA	streams	https://www.youtube.com/channel/UCa5bz6lCwdTX6HQfzlOdZFA/streams	no_tab	1	0	2026-07-24T22:01:15.958Z
UCaWGe6aEm9HqntTW6kOthyw	streams	https://www.youtube.com/channel/UCaWGe6aEm9HqntTW6kOthyw/streams	no_tab	1	0	2026-07-24T22:01:16.563Z
UCc1CY8hdQ2pIk62vGztB1cQ	streams	https://www.youtube.com/channel/UCc1CY8hdQ2pIk62vGztB1cQ/streams	no_tab	1	0	2026-07-24T22:01:17.320Z
UCdGuhzT0IUrH81vQN9tY6MQ	streams	https://www.youtube.com/channel/UCdGuhzT0IUrH81vQN9tY6MQ/streams	no_tab	1	0	2026-07-24T22:01:18.025Z
UCeZysVNyhl-JqrqesQjcqPg	streams	https://www.youtube.com/channel/UCeZysVNyhl-JqrqesQjcqPg/streams	no_tab	1	0	2026-07-24T22:01:18.665Z
UCfDOrNekvd28MKc_S897MsQ	streams	https://www.youtube.com/channel/UCfDOrNekvd28MKc_S897MsQ/streams	no_tab	1	0	2026-07-24T22:01:19.294Z
UCfS8-4IPB1bN8oN1N2zqsSw	streams	https://www.youtube.com/channel/UCfS8-4IPB1bN8oN1N2zqsSw/streams	no_tab	1	0	2026-07-24T22:01:19.826Z
UChC-ZIQbKzAX5FAdCg7FAfg	streams	https://www.youtube.com/channel/UChC-ZIQbKzAX5FAdCg7FAfg/streams	no_tab	1	0	2026-07-24T22:01:20.396Z
UChfEhOd71uTgQaZPyy7rN-w	streams	https://www.youtube.com/channel/UChfEhOd71uTgQaZPyy7rN-w/streams	no_tab	1	0	2026-07-24T22:01:21.036Z
UCiDEHqXl4HEWQZ4mZ1nsbtQ	streams	https://www.youtube.com/channel/UCiDEHqXl4HEWQZ4mZ1nsbtQ/streams	no_tab	1	0	2026-07-24T22:01:21.706Z
UCijF1zTR7RluBFGicVZU4SA	streams	https://www.youtube.com/channel/UCijF1zTR7RluBFGicVZU4SA/streams	no_tab	1	0	2026-07-24T22:01:22.319Z
UCjlRZ6P2r9NV3NQtGwWuBjg	streams	https://www.youtube.com/channel/UCjlRZ6P2r9NV3NQtGwWuBjg/streams	no_tab	1	0	2026-07-24T22:01:22.994Z
UCkhp-b2FIwAZVlV6kRN-1mg	streams	https://www.youtube.com/channel/UCkhp-b2FIwAZVlV6kRN-1mg/streams	cutoff_complete	101	1	2026-07-24T22:01:28.858Z
UClKGrQTetWA6uF2ti9xSzhA	streams	https://www.youtube.com/channel/UClKGrQTetWA6uF2ti9xSzhA/streams	no_tab	1	0	2026-07-24T22:01:29.486Z
UClhphoG2zMHA6r7nNyLFLgA	streams	https://www.youtube.com/channel/UClhphoG2zMHA6r7nNyLFLgA/streams	no_tab	1	0	2026-07-24T22:01:30.091Z
UClinBn5SPDXw59ekiWude1A	streams	https://www.youtube.com/channel/UClinBn5SPDXw59ekiWude1A/streams	no_tab	1	0	2026-07-24T22:01:30.605Z
UClqYZw4Suu5WVPGFlm8Tgeg	streams	https://www.youtube.com/channel/UClqYZw4Suu5WVPGFlm8Tgeg/streams	no_tab	1	0	2026-07-24T22:01:31.295Z
UCm-ak6OuI6VnRU7xJbfndMw	streams	https://www.youtube.com/channel/UCm-ak6OuI6VnRU7xJbfndMw/streams	no_tab	1	0	2026-07-24T22:01:32.078Z
UCmdryrgNmYM2DtJwQNq9P_w	streams	https://www.youtube.com/channel/UCmdryrgNmYM2DtJwQNq9P_w/streams	no_tab	1	0	2026-07-24T22:01:32.673Z
UCoQ2EwqBrZ1ZUyMFULLCcsA	streams	https://www.youtube.com/channel/UCoQ2EwqBrZ1ZUyMFULLCcsA/streams	no_tab	1	0	2026-07-24T22:01:33.313Z
UCoSJo2-rE7ddishWTzj9sAA	streams	https://www.youtube.com/channel/UCoSJo2-rE7ddishWTzj9sAA/streams	no_tab	1	0	2026-07-24T22:01:33.876Z
UCoht3EiOo8EqRe5exkOAH8w	streams	https://www.youtube.com/channel/UCoht3EiOo8EqRe5exkOAH8w/streams	no_tab	1	0	2026-07-24T22:01:34.471Z
UCqo6EaV9o6bFg4szBL8RYEw	streams	https://www.youtube.com/channel/UCqo6EaV9o6bFg4szBL8RYEw/streams	no_tab	1	0	2026-07-24T22:01:35.157Z
UCr69-cf-6VLWlDIyi71v13g	streams	https://www.youtube.com/channel/UCr69-cf-6VLWlDIyi71v13g/streams	no_tab	1	0	2026-07-24T22:01:35.751Z
UCrN5LHFTL2qwkmd9z-90RgA	streams	https://www.youtube.com/channel/UCrN5LHFTL2qwkmd9z-90RgA/streams	no_tab	1	0	2026-07-24T22:01:36.302Z
UCsiBMl-3q-I40160oSoKXvg	streams	https://www.youtube.com/channel/UCsiBMl-3q-I40160oSoKXvg/streams	no_tab	1	0	2026-07-24T22:01:36.839Z
UCv13WrX5B7qp6TIGskYpDDQ	streams	https://www.youtube.com/channel/UCv13WrX5B7qp6TIGskYpDDQ/streams	cutoff_complete	101	0	2026-07-24T22:01:39.917Z
UCvwxIfW2u71mpzrKastNbDg	streams	https://www.youtube.com/channel/UCvwxIfW2u71mpzrKastNbDg/streams	no_tab	1	0	2026-07-24T22:01:40.508Z
UCvyNP3_ZgVLciAIev5t2Gog	streams	https://www.youtube.com/channel/UCvyNP3_ZgVLciAIev5t2Gog/streams	no_tab	1	0	2026-07-24T22:01:41.124Z
UCw9DgzcPb_rhdp3VHFFo_8Q	streams	https://www.youtube.com/channel/UCw9DgzcPb_rhdp3VHFFo_8Q/streams	no_tab	1	0	2026-07-24T22:01:41.880Z
UCwO_J1ZrE_elNTdc9P81xDw	streams	https://www.youtube.com/channel/UCwO_J1ZrE_elNTdc9P81xDw/streams	no_tab	1	0	2026-07-24T22:01:42.478Z
UCwoQakQVf2m8hfitYnymb5w	streams	https://www.youtube.com/channel/UCwoQakQVf2m8hfitYnymb5w/streams	no_tab	1	0	2026-07-24T22:01:43.198Z
UCx8t3BYAtruElLHy_34C5WA	streams	https://www.youtube.com/channel/UCx8t3BYAtruElLHy_34C5WA/streams	no_tab	1	0	2026-07-24T22:01:43.754Z
UCxNVaIh7kxWGQqb13jylC1g	streams	https://www.youtube.com/channel/UCxNVaIh7kxWGQqb13jylC1g/streams	no_tab	1	0	2026-07-24T22:01:44.402Z
